nama,provinsi,kabupaten/kota,alamat,titik_koordinat,kategori,latitude,longitude
Hutan Kota Gelora Bung Karno,DKI Jakarta,Daerah Khusus ibukota Jakarta,Hutan Kota Gelora Bung Karno Daerah Khusus ibukota Jakarta,"-6.2222554,106.8071019",Alam,-6.2222554,106.8071019
Hutan Kota Kalirejo,Jawa Timur,Bangil,Jalan Bader,"-7.5853914,112.7912108",Alam,-7.5853914,112.7912108
Hutan Kota Kawasan Industri Pulogadung,DKI Jakarta,Jakarta Timur,Hutan Kota Kawasan Industri Pulogadung Jakarta Timur,"-6.2062105,106.9155635",Alam,-6.2062105,106.9155635
HUTAN KOTA KEMBANGAN,DKI Jakarta,Daerah Khusus ibukota Jakarta,HUTAN KOTA KEMBANGAN Daerah Khusus ibukota Jakarta,"-6.1695337,106.7512507",Alam,-6.1695337,106.7512507
Hutan Kota Rajawali Batang,Jawa Tengah,Batang,Hutan Kota Rajawali Batang Batang,"-6.9064022,109.7203859",Alam,-6.9064022,109.7203859
Hutan Kota Srengseng,DKI Jakarta,Daerah Khusus ibukota Jakarta,Hutan Kota Srengseng Daerah Khusus ibukota Jakarta,"-6.2109489,106.7640913",Alam,-6.2109489,106.7640913
Hutan Lindung,Bali,Badung,Hutan Lindung Badung,"-8.2543059,115.2198182",Alam,-8.2543059,115.2198182
Hutan mangrove,Maluku,Buru Selatan,Hutan mangrove Buru Selatan,"-3.7898794,126.5428497",Alam,-3.7898794,126.5428497
Hutan Mangrove TongkeTongke,Sulawesi Selatan,Sulawesi,Hutan Mangrove TongkeTongke Sulawesi,"-5.1499363,120.2722625",Alam,-5.1499363,120.2722625
Hutan Pinus Asri,Daerah Istimewa Yogyakarta,Bantul,Hutan Pinus Asri Bantul,"-7.9210551,110.43542",Alam,-7.9210551,110.43542
Hutan Pinus Becici,Daerah Istimewa Yogyakarta,Bantul,Hutan Pinus Becici Bantul,"-7.9012592,110.4372592",Alam,-7.9012592,110.4372592
Hutan Pinus Kalilo,Jawa Tengah,Purworejo,Hutan Pinus Kalilo Purworejo,"-7.7511136,110.1182989",Alam,-7.7511136,110.1182989
Hutan Pinus Sari,Daerah Istimewa Yogyakarta,Bantul,Hutan Pinus Sari Bantul,"-7.9261585,110.4309128",Alam,-7.9261585,110.4309128
Hutan pinus Sigendol,Jawa Tengah,Purworejo,Hutan pinus Sigendol Purworejo,"-7.7555308,110.1197838",Alam,-7.7555308,110.1197838
Hutan Rimba,Sumatera Barat,Padang,Hutan Rimba Padang,"-0.9259004,100.3879201",Alam,-0.9259004,100.3879201
Hutan Taman Kota Pati,Jawa Tengah,Kecamatan Pati,Jalan Raya Kudus  Pati,"-6.7567095,111.0206417",Taman,-6.7567095,111.0206417
Hutan Wisata Jompie,Sulawesi Selatan,ParePare,Hutan Wisata Jompie ParePare,"-3.9974528,119.6409143",Alam,-3.9974528,119.6409143
Hutan Wisata Punti Kayu,Sumatera Selatan,Palembang,Hutan Wisata Punti Kayu Palembang,"-2.9454032,104.726152",Alam,-2.9454032,104.726152
Jalan Malioboro,Kota Yogyakarta Indonesia,Daerah Istimewa Yogyakarta,Kota Yogyakarta,7.7926455°S 110.365846°E,Alam,-7.7926455,110.365846
Jalan Tunjungan,Kota Surabaya Indonesia,Jawa Timur,kota surabaya,7.27200117°S 112.74230594°E,Alam,-7.27200117,112.7423059
Jawa Timur Park,Kota Batu Malang,Jawa Timur,Kota Batu,7.88412°S 112.52491°E,Taman,-7.88412,112.52491
Jembatan Nasional Suramadu,Kota Surabaya Indonesia,Jawa Timur,kota surabaya,7.18417°S 112.78000°E,Alam,-7.18417,112.78
Kampung Adat Bena,Nusa Tenggara Timur,Ngada,Kampung Adat Bena Ngada,"-8.876442,120.9847098",Budaya,-8.876442,120.9847098
KAMPUNG ADAT DONAMEZE,Nusa Tenggara Timur,Ngada,KAMPUNG ADAT DONAMEZE Ngada,"-8.904761,121.0229685",Budaya,-8.904761,121.0229685
Kampung Adat Luba,Nusa Tenggara Timur,Ngada,Kampung Adat Luba Ngada,"-8.8746304,120.9845814",Budaya,-8.8746304,120.9845814
Kampung Batik Klampar,Jawa Timur,Pamekasan,Jl Kampung Batik,"-7.1252773,113.4576159",Budaya,-7.1252773,113.4576159
Kampung Bugis,Kepulauan Riau,Sumatera,Kampung Bugis Sumatera,"0.9401515,104.4437691",Budaya,0.9401515,104.4437691
Kampung Cunting,Kepulauan Riau,Batam,Kampung Cunting Batam,"1.0552861,103.9124793",Budaya,1.0552861,103.9124793
Kampung Djoker,Jawa Timur,Surabaya,Jalan Manukan Lor IV E,"-7.2593851,112.6616894",Budaya,-7.2593851,112.6616894
Kampung Gajah,Jawa Barat,Bandung Barat,Kampung Gajah Bandung Barat,"-6.8295623,107.5965431",Budaya,-6.8295623,107.5965431
Kampung Gajah Wonderland,DKI Jakarta,Bandung Barat,Jalan Sersan Bajuri,"-6.8295078,107.5965635",Budaya,-6.8295078,107.5965635
Kampung Galupadang,Nusa Tenggara Timur,Sumba Barat,Kampung Galupadang Sumba Barat,"-9.704626,119.4147992",Budaya,-9.704626,119.4147992
kampung Halaman Pejuang Alfala,Aceh,Aceh Tengah,kampung Halaman Pejuang Alfala Aceh Tengah,"4.6247762,96.8471721",Budaya,4.6247762,96.8471721
Kampung Kidz,Jawa Timur,Kota Batu,Kampung Kidz Kota Batu,"-7.8638948,112.5331643",Budaya,-7.8638948,112.5331643
Kampung Komodo,Nusa Tenggara Timur,Manggarai Barat,Kampung Komodo Manggarai Barat,"-8.5895506,119.4886136",Budaya,-8.5895506,119.4886136
Kampung Korea Bandung,Jawa Barat,Kota Bandung,Kampung Korea Bandung Kota Bandung,"-6.9155688,107.6406431",Budaya,-6.9155688,107.6406431
Kampung Korea Desa Kadu Engang,Banten,Pandeglang,Kampung Korea Desa Kadu Engang Pandeglang,"-6.2653107,106.0793841",Budaya,-6.2653107,106.0793841
Kampung Praipaloli,Nusa Tenggara Timur,Sumba Barat,Kampung Praipaloli Sumba Barat,"-9.7014323,119.4173527",Budaya,-9.7014323,119.4173527
Kampung Rinca,Nusa Tenggara Timur,Manggarai Barat,Kampung Rinca Manggarai Barat,"-8.6203351,119.7864407",Budaya,-8.6203351,119.7864407
Kampung Sedaun,Kepulauan Riau,Batam,Kampung Sedaun Batam,"1.03853,104.07785",Budaya,1.03853,104.07785
Kampung Sejulang Punggur,Kepulauan Riau,Batam,Kampung Sejulang Punggur Batam,"1.0595588,104.1211277",Budaya,1.0595588,104.1211277
Kampung Tahu Tinalan,Jawa Timur,Kota Kediri,Jalan Tinalan Gang,"-7.8301902,112.0311702",Budaya,-7.8301902,112.0311702
Kampung Tradisional,Nusa Tenggara Timur,Alor,Kampung Tradisional Alor,"-8.1880114,124.5551609",Budaya,-8.1880114,124.5551609
Kampung Tua Bitombang,Sulawesi Selatan,Sulawesi,Kampung Tua Bitombang Sulawesi,"-6.1513209,120.5077886",Budaya,-6.1513209,120.5077886
Kampung Waituno,Sulawesi Tenggara,Wakatobi,Kampung Waituno Wakatobi,"-5.271285,123.5259964",Budaya,-5.271285,123.5259964
Kampung Warna Warni Jodipan,Jawa Timur,Kota Malang,Kampung Warna Warni Jodipan Kota Malang,"-7.9831221,112.6378633",Budaya,-7.9831221,112.6378633
Kampung Wisata Kungkuk,Jawa Timur,Kota Batu,Kampung Wisata Kungkuk Kota Batu,"-7.8345352,112.5253474",Budaya,-7.8345352,112.5253474
Kampungpengairan,Kepulauan Riau,Batam,Kampungpengairan Batam,"1.100371,103.954849",Budaya,1.100371,103.954849
Kintamani Bangli,Bali,Bangli,bangli,8.244249°S 115.327723°E,Taman,-8.244249,115.327723
Kolam Alam Tilangnga,Sulawesi Selatan,Tana Toraja,Kolam Alam Tilangnga Tana Toraja,"-3.035305,119.8873106",Pemandian,-3.035305,119.8873106
Kolam Renang Songgoriti,Jawa Timur,Kota Batu,Kolam Renang Songgoriti Kota Batu,"-7.8663194,112.4923611",Pemandian,-7.8663194,112.4923611
Kolam renang tirta agung,Jawa Timur,Jombang,Kolam renang tirta agung Jombang,"-7.6337692,112.2106965",Pemandian,-7.6337692,112.2106965
Lembah Diyeng,Jawa Timur,Bangil,Lembah Diyeng Bangil,"-7.5939091,112.6636",Alam,-7.5939091,112.6636
LEMBAH GUNUNG MADU,Jawa Tengah,Boyolali,LEMBAH GUNUNG MADU Boyolali,"-7.4105401,110.6899137",Gunung,-7.4105401,110.6899137
Mall Ambasador,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Prof Dr Satrio,"-6.2238821,106.8269758",Alam,-6.2238821,106.8269758
Mall Artasedana,Bali,Buleleng,Mall Artasedana Buleleng,"-8.1157845,115.0919242",Alam,-8.1157845,115.0919242
Mall Artha Gading,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jl Artha Gading Selatan,"-6.1451585,106.8914384",Alam,-6.1451585,106.8914384
Mall Artha Gading,DKI Jakarta,Daerah Khusus ibukota Jakarta,Mall Artha Gading  Daerah Khusus ibukota Jakarta,"-6.1480445,106.8912368",Alam,-6.1480445,106.8912368
Mall Bengkalis,Riau,Bengkalis,Jl Yos Sudardo,"1.4674741,102.1074827",Alam,1.4674741,102.1074827
Mall Borobudur,Jawa Timur,Jombang,Jalan Presiden Kyai Haji Abdurrahman Wahid,"-7.5381826,112.2399137",Alam,-7.5381826,112.2399137
Mall BTM  Pintu Masuk Jl H Djuanda,Jawa Barat,Bogor,Jl Ir H Djuanda Paledang Bogor Tengah Kota Bogor,"-6.60425,106.7963",Alam,-6.60425,106.7963
Mall BTM Bogor,Jawa Barat,Bogor,Jalan Ir H Juanda,"-6.6048751,106.7956649",Alam,-6.6048751,106.7956649
Mall Cinere,Jawa Barat,Depok,Jl Cinere Raya,"-6.3239649,106.7842409",Alam,-6.3239649,106.7842409
Mall Ciputra,Jawa Tengah,Kota Semarang,Mall Ciputra Kota Semarang,"-6.9888121,110.4238378",Alam,-6.9888121,110.4238378
Mall Citra Gran,Jawa Barat,Bekasi,JL Trans Yogi  Cibubur,"-6.3823404,106.9276507",Alam,-6.3823404,106.9276507
Mall Daan Mogot,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jl Daan Mogot Km,"-6.1515769,106.7147796",Alam,-6.1515769,106.7147796
Mall Golden Truly,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Gunung Sahari,"-6.1616079,106.8386765",Alam,-6.1616079,106.8386765
Mall Graha Cijantung,DKI Jakarta,Jakarta Timur,Jalan Raya Bogor,"-6.312505,106.8618215",Alam,-6.312505,106.8618215
Mall Karsa Utama,Gorontalo,Gorontalo,Jalan S Parman,"0.5363535,123.0589686",Alam,0.5363535,123.0589686
Mall Kelapa Gading  Main Entrance,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jl Bulevard Timur,"-6.159001,106.9066252",Alam,-6.159001,106.9066252
Mall Kelapa Gading  Main Entrance,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jl Bulevard Timur,"-6.1583087,106.9070504",Alam,-6.1583087,106.9070504
Mall Kelapa Gading  Main Entrance,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jl Bulevard Timur,"-6.1569905,106.9077406",Alam,-6.1569905,106.9077406
Mall Matahari,Jawa Barat,Karawang,Mall Matahari Karawang,"-6.3078577,107.3068625",Alam,-6.3078577,107.3068625
Mall Nagoya Hill Shopping Centre,Kepulauan Riau,Batam,Mall Nagoya Hill Shopping Centre Batam,"1.1462711,104.0126145",Alam,1.1462711,104.0126145
Mall of Indonesia,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jl Raya Boulevard Barat Kelapa Gading Square,"-6.1509426,106.8920464",Alam,-6.1509426,106.8920464
Mall Rahayu,Bali,Jembrana,Mall Rahayu Jembrana,"-8.3608066,114.6261757",Alam,-8.3608066,114.6261757
Mall Ramayana,Jawa Barat,Karawang,Mall Ramayana Karawang,"-6.3089857,107.3070396",Alam,-6.3089857,107.3070396
Mall Selong,Nusa Tenggara Barat,Lombok,Mall Selong,"-8.6466088,116.5320575",Alam,-8.6466088,116.5320575
Mall Taman Anggrek,DKI Jakarta,Daerah Khusus ibukota Jakarta,Jalan Letjen S Parman,"-6.1783778,106.7923459",Taman,-6.1783778,106.7923459
Marine Park,Nusa Tenggara Barat,Kec Sekarbela,Marine Park Kec Sekarbela,"-8.7433884,115.8912435",Taman,-8.7433884,115.8912435
Marine Valen,Papua,Mamberamo Raya,Marine Valen Mamberamo Raya,"-2.5776645,138.4680979",Alam,-2.5776645,138.4680979
Market on road,Bali,Gianyar,Market on road Gianyar,"-8.597553,115.2829953",Alam,-8.597553,115.2829953
Market UPTD Warujayeng,Jawa Timur,Nganjuk,Market UPTD Warujayeng Nganjuk,"-7.6303335,112.0178807",Alam,-7.6303335,112.0178807
Monumen  Mei Mandapai,Kalimantan Selatan,Hulu Sungai Selatan,Monumen  Mei Mandapai Hulu Sungai Selatan,"-2.8191241,115.3231108",Monumen,-2.8191241,115.3231108
Monumen  Gunung Silanu,Sulawesi Selatan,Sulawesi,Monumen  Gunung Silanu Sulawesi,"-5.548141,119.5945037",Gunung,-5.548141,119.5945037
Monumen AA Maramis,Sulawesi Utara,Manado,Monumen AA Maramis Manado,"1.507291,124.9065853",Monumen,1.507291,124.9065853
Monumen Adipura,Daerah Istimewa Yogyakarta,Kota Yogyakarta,Monumen Adipura Kota Yogyakarta,"-7.7904143,110.3684772",Monumen,-7.7904143,110.3684772
MONUMEN ADIPURA,Sulawesi Selatan,Parepare,JALAN PINGGIR LAUT,"-4.0090157,119.6210978",Monumen,-4.0090157,119.6210978
Monumen Adipura Kencana,Jawa Tengah,Kudus,Monumen Adipura Kencana Kudus,"-6.8283889,110.8313394",Monumen,-6.8283889,110.8313394
monumen adipura sumbang,Jawa Timur,Bojonegoro,monumen adipura sumbang Bojonegoro,"-7.1595325,111.8817589",Monumen,-7.1595325,111.8817589
Monumen Adpada Pancasila Kabupaten Tuban,Jawa Timur,Sugihwaras,Monumen Adpada Pancasila Kabupaten Tuban Sugihwaras,"-6.8817946,112.0469811",Monumen,-6.8817946,112.0469811
Monumen ALRI Divisi IV Pertahanan Kalimantan Alam Roh,Kalimantan Selatan,Banjar,Monumen ALRI Divisi IV Pertahanan Kalimantan Alam Roh Banjar,"-3.2875511,114.6630621",Monumen,-3.2875511,114.6630621
Monumen AM Sangadji,Kalimantan Timur,Kutai Kartanegara,Monumen AM Sangadji Kutai Kartanegara,"-0.3936696,116.9892715",Monumen,-0.3936696,116.9892715
Monumen Ampera,Sumatera Selatan,Palembang,Monumen Ampera Palembang,"-2.9897009,104.7606965",Monumen,-2.9897009,104.7606965
Monumen Ancol,DKI Jakarta,Daerah Khusus ibukota Jakarta,Monumen Ancol Daerah Khusus ibukota Jakarta,"-6.1233669,106.8410915",Monumen,-6.1233669,106.8410915
Monumen Arek Lancor Pamekasan,Jawa Timur,Pamekasan,Jalan Mesigit,"-7.1607095,113.4825967",Monumen,-7.1607095,113.4825967
Monumen Bambu Runcing,Jawa Tengah,Pati,Monumen Bambu Runcing Pati,"-6.680357,111.0724566",Monumen,-6.680357,111.0724566
Monumen Banteng Liar,Bali,Denpasar,Monumen Banteng Liar Denpasar,"-8.6548922,115.2103095",Monumen,-8.6548922,115.2103095
Monumen Batik Kleco,Jawa Tengah,Sukoharjo,Monumen Batik Kleco Sukoharjo,"-7.5573395,110.7792721",Monumen,-7.5573395,110.7792721
Monumen Batu Bara,Kalimantan Tengah,Murung Raya,Monumen Batu Bara Murung Raya,"-0.6469538,114.5643488",Monumen,-0.6469538,114.5643488
Monumen Batu dan Tonggak Runcing,Nusa Tenggara Barat,Mataram,Monumen Batu dan Tonggak Runcing Mataram,"-8.5800764,116.0833875",Monumen,-8.5800764,116.0833875
Monumen Bedol Desa,Jawa Tengah,Wonogiri,Monumen Bedol Desa Wonogiri,"-7.835866,110.9337166",Monumen,-7.835866,110.9337166
Monumen Benteng Perjuangan Pagatan,Kalimantan Selatan,Tanah Bumbu,Monumen Benteng Perjuangan Pagatan Tanah Bumbu,"-3.6112289,115.9465876",Monumen,-3.6112289,115.9465876
Monumen Bojong Kokosan,Jawa Barat,Kab Sukabumi,Monumen Bojong Kokosan Kab Sukabumi,"-6.825927,106.7600872",Monumen,-6.825927,106.7600872
Monumen Bola Dunia Centre Point of Indonesia,Sulawesi Selatan,Makassar,Monumen Bola Dunia Centre Point of Indonesia Makassar,"-5.1486987,119.4056949",Monumen,-5.1486987,119.4056949
Monumen Brigjend R Kretarto,Jawa Timur,Jombang,Monumen Brigjend R Kretarto Jombang,"-7.5376446,112.2307171",Monumen,-7.5376446,112.2307171
Monumen Bunga Mawar,Jawa Timur,Kota Malang,Monumen Bunga Mawar Kota Malang,"-7.9722999,112.62158",Monumen,-7.9722999,112.62158
Monumen Ciung Wanara,Bali,Karangasem,Monumen Ciung Wanara Karangasem,"-8.4477758,115.6090878",Monumen,-8.4477758,115.6090878
Monumen Coral Triangle,Sulawesi Utara,Manado,Monumen Coral Triangle Manado,"1.5012239,124.8960184",Monumen,1.5012239,124.8960184
Monumen Dero,Daerah Istimewa Yogyakarta,Sleman,Monumen Dero Sleman,"-7.7541552,110.4105019",Monumen,-7.7541552,110.4105019
Monumen Dotulong,Sulawesi Utara,Bitung,Monumen Dotulong Bitung,"1.445342,125.1747968",Monumen,1.445342,125.1747968
Monumen Gapensi,Jawa Tengah,Surakarta,Monumen Gapensi Surakarta,"-7.5585203,110.8206648",Monumen,-7.5585203,110.8206648
Monumen GBN,Jawa Tengah,Slawi,Monumen GBN Slawi,"-6.9741571,109.1403852",Monumen,-6.9741571,109.1403852
Monumen General Majoor PPH Van Ham,Nusa Tenggara Barat,Mataram,Monumen General Majoor PPH Van Ham Mataram,"-8.588543,116.1184285",Monumen,-8.588543,116.1184285
Monumen Gerbong Maut,Jawa Timur,Bondowoso,Monumen Gerbong Maut Bondowoso,"-7.9140563,113.8220181",Monumen,-7.9140563,113.8220181
Monumen Gubernur Suryo,Jawa Timur,Surabaya,Monumen Gubernur Suryo Surabaya,"-7.2636891,112.742849",Monumen,-7.2636891,112.742849
Monumen Hambawang Pulasan,Kalimantan Selatan,Hulu Sungai Tengah,Monumen Hambawang Pulasan Hulu Sungai Tengah,"-2.4766635,115.4029769",Monumen,-2.4766635,115.4029769
Monumen Hari Jadi Kabupaten HSS,Kalimantan Selatan,Hulu Sungai Selatan,Monumen Hari Jadi Kabupaten HSS Hulu Sungai Selatan,"-2.8116621,115.2575146",Monumen,-2.8116621,115.2575146
Monumen Ir Soekarno,Maluku,Maluku Tengah,Jalan Kapitan Pattimura,"-3.3060388,128.9589707",Monumen,-3.3060388,128.9589707
Monumen Jagarana,Bali,Badung,Monumen Jagarana Badung,"-8.7249082,115.1787559",Monumen,-8.7249082,115.1787559
Monumen Jagung Boyolali,Jawa Tengah,Boyolali,Monumen Jagung Boyolali Boyolali,"-7.5423489,110.6130303",Monumen,-7.5423489,110.6130303
Monumen Jenderal Sudirman,Jawa Timur,Surabaya,Monumen Jenderal Sudirman Surabaya,"-7.2616358,112.7464236",Monumen,-7.2616358,112.7464236
Monumen Jogja Kembali,Daerah Istimewa Yogyakarta,Sleman,Monumen Jogja Kembali Sleman,"-7.7495811,110.3695914",Monumen,-7.7495811,110.3695914
Monumen Juang,Jawa Timur,Kota Malang,Monumen Juang Kota Malang,"-7.9775432,112.6363195",Monumen,-7.9775432,112.6363195
Monumen Kali Bekasi,Jawa Barat,Bekasi,Monumen Kali Bekasi Bekasi,"-6.2383021,107.0017741",Monumen,-6.2383021,107.0017741
Monumen Kawangkoan,Sulawesi Utara,Sulawesi,Monumen Kawangkoan Sulawesi,"1.2002795,124.7892358",Monumen,1.2002795,124.7892358
Monumen Kereta Api,Aceh,Banda Aceh,Monumen Kereta Api Banda Aceh,"5.551682,95.3193087",Monumen,5.551682,95.3193087
Monumen Kereta api Stasiun Cirebon,Jawa Barat,Kota Cirebon,Monumen Kereta api Stasiun Cirebon Kota Cirebon,"-6.7047586,108.5569911",Monumen,-6.7047586,108.5569911
Monumen Konferensi Asia Afrika,Jawa Barat,Kota Bandung,Monumen Konferensi Asia Afrika Kota Bandung,"-6.922361,107.6177074",Monumen,-6.922361,107.6177074
Monumen Kresek,Jawa Timur,Madiun,Monumen Kresek Madiun,"-7.7050166,111.6310114",Monumen,-7.7050166,111.6310114
Monumen Kudungga,Kalimantan Timur,Kutai Timur,Monumen Kudungga Kutai Timur,"0.5343366,117.5635359",Monumen,0.5343366,117.5635359
Monumen Kusukabumiku,Jawa Barat,Sukabumi,Monumen Kusukabumiku Sukabumi,"-6.9202212,106.9311335",Monumen,-6.9202212,106.9311335
Monumen Laskar Wanita,Jawa Barat,Kota Bandung,Monumen Laskar Wanita Kota Bandung,"-6.9150735,107.606867",Monumen,-6.9150735,107.606867
Monumen Latsitarda Nusantara,Lampung,Metro,Monumen Latsitarda Nusantara Metro,"-5.1142803,105.3091362",Monumen,-5.1142803,105.3091362
Monumen Lembong Ongkaw,Sulawesi Utara,Minahasa Selatan,Monumen Lembong Ongkaw Minahasa Selatan,"1.0955303,124.3416162",Monumen,1.0955303,124.3416162
Monumen Lilin,Sulawesi Utara,Manado,Monumen Lilin Manado,"1.494464,124.8382842",Monumen,1.494464,124.8382842
Monumen Lingga,Jawa Barat,Sumedang,Monumen Lingga Sumedang,"-6.8596879,107.9207341",Monumen,-6.8596879,107.9207341
Monumen Lokomotif,Jawa Barat,Kota Bandung,Monumen Lokomotif Kota Bandung,"-6.9148886,107.602437",Monumen,-6.9148886,107.602437
Monumen Madiun Kota Pecel,Jawa Timur,Kota Madiun,Monumen Madiun Kota Pecel Kota Madiun,"-7.6236246,111.5203365",Monumen,-7.6236246,111.5203365
Monumen Makam Pahlawan,Nusa Tenggara Timur,Sumba Barat,Monumen Makam Pahlawan Sumba Barat,"-9.6269533,119.3877084",Monumen,-9.6269533,119.3877084
Monumen Makam Pahlawan Tuban,Jawa Timur,Gedongombo,Monumen Makam Pahlawan Tuban Gedongombo,"-6.9037702,112.0691684",Monumen,-6.9037702,112.0691684
MONUMEN MANDALA,Sulawesi Selatan,Makassar,MONUMEN MANDALA Makassar,"-5.1376409,119.4136569",Monumen,-5.1376409,119.4136569
Monumen Mapalus,Sulawesi Utara,Minahasa Utara,Monumen Mapalus Minahasa Utara,"1.3931278,125.042725",Monumen,1.3931278,125.042725
Monumen Mastrip,Jawa Timur,Surabaya,Monumen Mastrip Surabaya,"-7.3074674,112.718817",Monumen,-7.3074674,112.718817
Monumen Mayangkara,Jawa Timur,Surabaya,Monumen Mayangkara Surabaya,"-7.3069798,112.7355757",Monumen,-7.3069798,112.7355757
Monumen Medan Area,Sumatera Utara,Kota Medan,Monumen Medan Area Kota Medan,"3.5911431,98.6843338",Monumen,3.5911431,98.6843338
Monumen Medan Perjuangan,Sumatera Utara,Kota Medan,Monumen Medan Perjuangan Kota Medan,"3.5984121,98.6908491",Monumen,3.5984121,98.6908491
Monumen Merpati Perdamaian,Sumatera Barat,Padang,Monumen Merpati Perdamaian Padang,"-0.9288791,100.3500259",Monumen,-0.9288791,100.3500259
Monumen Mura Emas,Kalimantan Tengah,Murung Raya,Monumen Mura Emas Murung Raya,"-0.6507074,114.5694208",Monumen,-0.6507074,114.5694208
Monumen Nani Wartabone,Gorontalo,Gorontalo,Jalan Kalengkongan,"0.5304033,123.0588683",Monumen,0.5304033,123.0588683
Monumen Nasional,DKI Jakarta,Jakarta Pusat DKI Jakarta Indonesia,kota jakarta,6.1754028°S 106.8271139°E,Monumen,-6.1754028,106.8271139
Monumen Nol Kilometer Surabaya,Jawa Timur,Surabaya,Monumen Nol Kilometer Surabaya Surabaya,"-7.2456622,112.738727",Monumen,-7.2456622,112.738727
Monumen Oil Pump Jack Zamrud,Riau,Siak,Monumen Oil Pump Jack Zamrud Siak,"0.6709317,102.0191827",Monumen,0.6709317,102.0191827
Monumen Pahlawan B W Lapian dan Ch Ch Taulu,Sulawesi Utara,Sulawesi,Monumen Pahlawan B W Lapian dan Ch Ch Taulu Sulawesi,"1.1974995,124.7922304",Monumen,1.1974995,124.7922304
Monumen Pahlawan Kadet Suwoko,Jawa Timur,Lamongan,Monumen Pahlawan Kadet Suwoko Lamongan,"-7.1140095,112.4262582",Monumen,-7.1140095,112.4262582
Monumen Palagan Ambarawa,Jawa Tengah,Ungaran,Monumen Palagan Ambarawa Ungaran,"-7.2598545,110.4024282",Monumen,-7.2598545,110.4024282
Monumen Pancasila,Bali,Karangasem,Monumen Pancasila Karangasem,"-8.4488476,115.608211",Monumen,-8.4488476,115.608211
Monumen Pancasila Desa Winebetan,Sulawesi Utara,Sulawesi,Monumen Pancasila Desa Winebetan Sulawesi,"1.1463472,124.8432364",Monumen,1.1463472,124.8432364
MONUMEN PANCASILA KOPANG,Nusa Tenggara Barat,Batas Desa Kopang Rembiga,MONUMEN PANCASILA KOPANG Batas Desa Kopang Rembiga,"-8.6335781,116.3518238",Monumen,-8.6335781,116.3518238
Monumen Pancasila Sakti,DKI Jakarta,Jakarta Timur,Monumen Pancasila Sakti Jakarta Timur,"-6.2883452,106.9069547",Monumen,-6.2883452,106.9069547
Monumen Pancasila Tenggarong,Kalimantan Timur,Kutai Kartanegara,Monumen Pancasila Tenggarong Kutai Kartanegara,"-0.4136725,116.988148",Monumen,-0.4136725,116.988148
Monumen Panglima Batur,Kalimantan Tengah,Barito Utara,Monumen Panglima Batur Barito Utara,"-0.9607732,114.8977017",Monumen,-0.9607732,114.8977017
Monumen Panglima Besar Sudirman,Jawa Timur,Kota Malang,Monumen Panglima Besar Sudirman Kota Malang,"-7.9671945,112.6384905",Monumen,-7.9671945,112.6384905
Monumen Panji Sakti,Bali,Buleleng,Monumen Panji Sakti Buleleng,"-8.2309558,115.1501212",Monumen,-8.2309558,115.1501212
Monumen Pantai Prigi,Jawa Timur,Trenggalek,Monumen Pantai Prigi Trenggalek,"-8.2864201,111.7265533",Pantai,-8.2864201,111.7265533
Monumen Patung Cakalang Bitung,Sulawesi Utara,Bitung,Monumen Patung Cakalang Bitung Bitung,"1.4451837,125.1760535",Monumen,1.4451837,125.1760535
